Date,Monitor,Methylosmolene,Chlorodinine,AGOC-3A,Appluimonia,id
2016/8/1,1,5.6141685,4.3783681,6.18839367,6.600706,1
2016/8/1,2,6.5654204,10.31224,102.7106912,7.78247799,2
2016/8/1,3,129.39351,34.986657,170.3461888,32.767666,3
2016/8/1,4,24.99062,27.283073,28.296054,30.062106,4
2016/8/1,5,8.9688223,9.3845426,21.2337501,23.3952329,5
2016/8/1,6,9.1423541,9.1521545,8.43837539,10.9830494,6
2016/8/1,7,10.5730162,12.1820436,21.723409,8.95473756,7
2016/8/1,8,15.009205,11.9148979,11.072296,8.65642234,8
2016/8/1,9,4.77157376,5.7679162,6.6663815,6.2871704,9
2016/8/2,1,5.9953513,16.7693404,17.3229085,8.20988441,10
2016/8/2,2,67.29406965,25.74476,16.8807765,8.974197,11
2016/8/2,3,72.274252,43.509721,57.619368,30.167356,12
2016/8/2,4,23.299419,22.933956,27.445212,26.455286,13
2016/8/2,5,6.9499135,7.0854789,23.9762737,12.5573317,14
2016/8/2,6,8.76695521,8.7203127,11.583409,21.0615925,15
2016/8/2,7,11.0377402,12.3725268,15.6062672,9.3753936,16
2016/8/2,8,10.948236,8.3158115,10.606418,14.9865455,17
2016/8/2,9,5.30879641,5.7002878,7.4430364,4.18568812,18
2016/8/3,1,6.1174883,6.71610459,6.4901051,7.1420847,19
2016/8/3,2,8.96978517,11.7959089,8.91179747,7.49810398,20
2016/8/3,3,28.4910179,36.182391,31.39876,41.506675,21
2016/8/3,4,26.839343,32.534009,62.74401,24.518434,22
2016/8/3,5,26.0199465,13.3088217,23.4363096,7.72887103,23
2016/8/3,6,10.4534656,11.0460652,12.5890117,10.6038027,24
2016/8/3,7,16.596593,16.9413463,12.7297381,14.190607,25
2016/8/3,8,11.2424038,12.8544029,9.9093617,13.4684073,26
2016/8/3,9,6.61717192,6.2020745,10.8790771,10.9317748,27
2016/8/4,1,5.3858525,4.8638198,6.0084165,4.504257,28
2016/8/4,2,8.4111533,9.4270286,8.5051826,6.55934719,29
2016/8/4,3,27.3899614,33.4125974,27.966779,30.880788,30
2016/8/4,4,23.310796,23.681346,25.026286,23.029999,31
2016/8/4,5,7.4450721,9.6162319,12.16708617,9.8505625,32
2016/8/4,6,10.1963002,8.79489755,11.477542,7.9709252,33
2016/8/4,7,10.8274168,11.4575288,15.7001145,16.786594,34
2016/8/4,8,9.40570607,9.4320861,9.3276513,10.00477893,35
2016/8/4,9,6.27821675,6.2634971,7.70491319,5.3650402,36
2016/8/5,1,5.6919325,5.1759497,6.0132217,4.9164387,37
2016/8/5,2,9.2974712,7.0197849,7.1839436,8.691855,38
2016/8/5,3,30.521608,32.4316125,21.2613734,32.241875,39
2016/8/5,4,23.985652,23.762689,24.079672,22.057427,40
2016/8/5,5,35.92190193,11.09089713,18.7831844,10.9388588,41
2016/8/5,6,9.8215464,8.396665,9.4482317,8.9217649,42
2016/8/5,7,14.6216115,14.3592293,14.2402088,20.7174962,43
2016/8/5,8,11.11139369,13.02133733,10.77878361,15.608332,44
2016/8/5,9,6.7352595,5.78062874,13.3115211,6.0196008,45
2016/8/6,1,5.5393125,6.8981423,6.34980845,7.1116678,46
2016/8/6,2,8.54051823,7.2232502,9.0141399,9.47036172,47
2016/8/6,3,29.345062,31.5677941,23.312343,32.040489,48
2016/8/6,4,24.547892,23.385944,23.920129,23.193087,49
2016/8/6,5,10.219554,14.5060354,58.5740433,7.7625245,50
2016/8/6,6,9.5646791,17.0868798,71.6732996,9.7095707,51
2016/8/6,7,16.8277268,12.9242396,12.7035377,12.32589947,52
2016/8/6,8,11.1140694,13.532302,10.3975545,13.1020125,53
2016/8/6,9,4.21923114,5.2524741,30.6111435,5.42173654,54
2016/8/7,1,6.28695051,6.2588161,6.00840775,3.61720853,55
2016/8/7,2,7.2106455,8.05985469,8.7863468,6.42409969,56
2016/8/7,3,25.855204,35.2385992,31.693615,40.47377301,57
2016/8/7,4,23.106739,22.350054,24.258973,24.145803,58
2016/8/7,5,8.59756481,9.14188756,8.0904052,9.0964319,59
2016/8/7,6,10.1750091,12.6073845,8.0617666,8.6012975,60
2016/8/7,7,16.7313997,14.5898029,13.91383465,11.27834579,61
2016/8/7,8,12.0876809,9.1110713,10.0134051,11.9837401,62
2016/8/7,9,5.4665715,5.49057256,7.0564323,3.9895265,63
2016/8/8,1,4.9873723,5.86484136,5.30403926,5.1801766,64
2016/8/8,2,8.6789975,9.20812362,7.61354917,8.014418,65
2016/8/8,3,30.130011,29.669631,21.567194,30.186685,66
2016/8/8,4,25.102601,25.059225,24.511537,25.502352,67
2016/8/8,5,8.8839377,7.7227183,7.78673204,9.8488492,68
2016/8/8,6,6.558101,49.742822,125.8262163,8.7435103,69
2016/8/8,7,16.4234174,13.1695172,18.633998,14.4711451,70
2016/8/8,8,12.1413653,10.4513286,13.9552347,12.1546163,71
2016/8/8,9,5.6333809,4.1008829,5.5400304,6.7487279,72
2016/8/9,1,6.9453024,5.58903839,6.35592282,5.67175205,73
2016/8/9,2,8.2375132,7.8303613,10.1637473,9.9644934,74
2016/8/9,3,32.343221,23.199676,24.403757,24.045621,75
2016/8/9,4,25.719036,24.061619,24.998515,26.806828,76
2016/8/9,5,8.96794108,10.5037595,8.858482,9.892933,77
2016/8/9,6,7.9567778,21.0923905,94.2170283,10.0644223,78
2016/8/9,7,14.9091969,21.1055498,11.2514154,18.0364341,79
2016/8/9,8,12.3554148,7.3249616,11.8064445,11.26016,80
2016/8/9,9,7.0849058,7.621925,5.8867008,5.6890303,81
2016/8/10,1,6.5125262,5.1860151,5.7393406,4.41417075,82
2016/8/10,2,8.0809785,7.6818669,7.3537732,9.20345516,83
2016/8/10,3,27.2542202,28.998157,31.5535369,30.64684918,84
2016/8/10,4,52.697122,42.809897,90.616375,26.41819,85
2016/8/10,5,80.78728195,12.0970646,29.9305018,11.84051,86
2016/8/10,6,8.3514248,9.4807578,10.11671,8.704166,87
2016/8/10,7,14.11667356,14.611192,15.5922529,17.17738391,88
2016/8/10,8,8.2677737,9.6937544,12.5783604,9.4124185,89
2016/8/10,9,6.0886736,7.69457705,11.6175675,17.412179,90
2016/8/11,1,4.15507405,5.6983796,5.4774949,5.3235294,91
2016/8/11,2,9.884721,9.811345,9.7553641,7.0419588,92
2016/8/11,3,31.945888,24.935013,28.2120368,34.989921,93
2016/8/11,4,25.712593,25.903293,25.315915,24.80123,94
2016/8/11,5,6.7819347,10.81344489,58.36558932,9.8183421,95
2016/8/11,6,9.96876312,23.1909006,143.8817364,9.10654548,96
2016/8/11,7,16.596348,15.1083542,9.13332922,13.9046452,97
2016/8/11,8,11.2709276,12.352935,10.99455419,11.8960846,98
2016/8/11,9,5.4856254,6.1874433,25.1676328,5.8454249,99
2016/8/12,1,5.0388464,6.66976428,5.8169279,4.5401764,100
2016/8/12,2,7.3836271,10.3215694,7.3686628,7.51903287,101
2016/8/12,3,28.5559,26.7890551,30.464291,37.176299,102
2016/8/12,4,24.789495,27.902649,24.247426,26.523643,103
2016/8/12,5,31.4232751,30.30387399,197.4986514,8.7017207,104
2016/8/12,6,9.2768206,24.257267,35.8442514,9.9109768,105
2016/8/12,7,13.69497811,18.339154,13.7416016,14.0484727,106
2016/8/12,8,7.8064777,9.86524476,10.7248974,12.2682026,107
2016/8/12,9,4.54129875,6.4935125,24.70765103,8.93184458,108
2016/8/13,1,5.2829135,6.4430309,4.9264402,6.72645556,109
2016/8/13,2,8.2747484,8.1993035,8.6077138,9.5055602,110
2016/8/13,3,48.243771,40.00697,481.183631,31.2170769,111
2016/8/13,4,25.575475,28.393064,25.274129,24.569264,112
2016/8/13,5,6.6071619,7.67283308,15.85133656,35.66245009,113
2016/8/13,6,10.37791,14.4774477,10.0284944,10.221994,114
2016/8/13,7,19.2161343,10.4068312,18.964104,18.7379759,115
2016/8/13,8,12.0038131,11.7741975,13.9844133,11.3020129,116
2016/8/13,9,6.0603944,5.6603823,6.8192787,7.3024783,117
2016/8/14,1,5.07355248,5.8709061,4.7722939,6.4279158,118
2016/8/14,2,6.2247759,7.95070582,8.36909394,10.389426,119
2016/8/14,3,56.5014839,28.9230869,32.686818,30.437061,120
2016/8/14,4,22.837994,28.625494,40.283683,24.87955,121
2016/8/14,5,8.96896982,11.9921823,35.5762476,10.4383398,122
2016/8/14,6,8.758485,12.3508897,57.40582255,9.865145,123
2016/8/14,7,18.6790987,13.5400529,10.8572591,13.294761,124
2016/8/14,8,9.0822699,8.9917133,12.1416697,14.1466915,125
2016/8/14,9,3.93399496,7.36526616,21.0943254,8.2550757,126
2016/8/15,1,5.0833662,4.7316063,6.1643879,5.21459192,127
2016/8/15,2,8.9539344,5.42757912,7.8820486,9.33799209,128
2016/8/15,3,31.1886558,36.8618152,36.051449,26.822903,129
2016/8/15,4,25.466862,26.646534,26.762893,25.748616,130
2016/8/15,5,10.6391354,7.9304158,10.1806292,8.2019918,131
2016/8/15,6,9.9659522,21.7688875,10.5457476,10.5631912,132
2016/8/15,7,12.973098,11.6160544,13.607466,17.251605,133
2016/8/15,8,11.6485244,11.3687895,11.293232,10.2405954,134
2016/8/15,9,5.5266585,7.1480409,6.0122859,6.44446087,135
2016/8/16,1,6.352459,6.572093,5.0554611,7.6157576,136
2016/8/16,2,9.6758043,7.14468286,8.0197872,8.14158767,137
2016/8/16,3,44.270654,27.377557,22.411782,29.1678503,138
2016/8/16,4,24.007673,34.736152,105.895206,26.83673,139
2016/8/16,5,41.4014816,22.7150661,47.9614291,9.4296322,140
2016/8/16,6,51.6220762,9.6683287,13.93098557,10.1006781,141
2016/8/16,7,15.66171936,16.0989132,14.2565276,10.1618971,142
2016/8/16,8,10.65459332,11.235131,10.4803765,10.8662641,143
2016/8/16,9,5.9098078,5.19975053,4.812983,15.7165687,144
2016/8/17,1,5.5423024,6.3280891,5.64021412,6.6161397,145
2016/8/17,2,9.3942478,9.9061189,6.7296793,9.9194957,146
2016/8/17,3,41.0975869,29.52440789,34.582895,32.109828,147
2016/8/17,4,27.067259,28.258167,52.986141,24.913706,148
2016/8/17,5,7.98211724,9.1299011,30.2884177,14.0988723,149
2016/8/17,6,7.2333666,18.4632058,42.59300085,8.8449253,150
2016/8/17,7,13.0780104,12.0934533,13.6409244,11.45180892,151
2016/8/17,8,10.2860744,12.6736832,11.6314496,11.0764442,152
2016/8/17,9,5.0459952,5.9477486,8.9099932,8.0269731,153
2016/8/18,1,4.4148757,6.0658345,3.764922,5.4710509,154
2016/8/18,2,6.69965527,11.3283555,9.7722662,10.0118183,155
2016/8/18,3,37.3970311,32.624437,39.07319003,28.9351266,156
2016/8/18,4,25.812936,24.149214,24.887256,28.053339,157
2016/8/18,5,8.5788567,13.8857905,68.235534,9.141714,158
2016/8/18,6,30.88152753,18.07068141,74.9436326,9.6670589,159
2016/8/18,7,11.9532895,15.8317505,17.7891508,11.74986045,160
2016/8/18,8,12.65581458,10.29819865,10.8315142,8.7276764,161
2016/8/18,9,5.5302821,5.6145995,41.07126983,6.005114,162
2016/8/19,1,5.4906351,5.9468123,5.3242319,5.1298775,163
2016/8/19,2,9.2312949,8.36584302,7.99647374,8.09186002,164
2016/8/19,3,35.11564,22.59756,25.6332691,40.150296,165
2016/8/19,4,26.884057,26.777046,26.611843,25.807928,166
2016/8/19,5,10.4498483,8.8545823,8.93132394,9.907911,167
2016/8/19,6,9.502445,13.3961169,9.6969835,9.401394,168
2016/8/19,7,13.0441821,15.2624564,19.4572989,10.9089378,169
2016/8/19,8,10.5567727,11.3313418,13.4321126,10.61047634,170
2016/8/19,9,6.5490751,4.17935714,6.14637344,6.1626824,171
2016/8/20,1,5.3715567,3.5839705,5.7233286,8.3716552,172
2016/8/20,2,51.0309498,16.8268326,29.8372559,8.26311866,173
2016/8/20,3,22.49609117,38.70784,89.962677,32.193717,174
2016/8/20,4,27.141862,26.879537,34.285577,27.784259,175
2016/8/20,5,9.4571987,10.41775511,18.3822749,12.5197213,176
2016/8/20,6,9.8270603,9.9856714,10.9796284,12.91564324,177
2016/8/20,7,22.7959373,12.97329891,15.632695,13.34532144,178
2016/8/20,8,11.3582907,10.2420608,10.0513382,13.1756322,179
2016/8/20,9,5.23938891,5.34719265,4.691551,5.6342446,180
2016/8/21,1,5.16444489,4.43791167,5.20705231,4.7489645,181
2016/8/21,2,8.7763543,7.1198807,7.8308313,7.799183,182
2016/8/21,3,28.837122,25.451742,32.8130984,30.47021,183
2016/8/21,4,18.330252,47.266938,174.747817,27.055685,184
2016/8/21,5,10.0330452,8.77951573,26.834311,10.41883316,185
2016/8/21,6,9.106607,9.8724882,10.941403,8.8789189,186
2016/8/21,7,13.25106194,14.391262,10.00953672,13.9445819,187
2016/8/21,8,11.52513049,12.7625724,9.5575298,10.713284,188
2016/8/21,9,5.1815568,4.8855604,5.7094341,19.3963959,189
2016/8/22,1,5.3370759,5.7436124,5.4426221,4.54359434,190
2016/8/22,2,11.4536271,10.301614,9.20387156,7.89305702,191
2016/8/22,3,30.780823,26.241533,29.055409,30.4350057,192
2016/8/22,4,25.046566,27.82512,26.572728,26.726631,193
2016/8/22,5,11.4739849,9.2630991,23.9694577,9.9499122,194
2016/8/22,6,9.5826783,26.480518,32.8744185,8.2972804,195
2016/8/22,7,8.3712787,15.82546895,13.15947592,15.50637866,196
2016/8/22,8,10.14510823,10.577209,10.8944502,9.64804645,197
2016/8/22,9,5.2269817,6.13553726,12.0208226,7.10289253,198
2016/8/23,1,5.81820342,5.94788546,5.1725719,5.9461234,199
2016/8/23,2,11.3026827,8.90447286,7.5127746,7.6847951,200
2016/8/23,3,34.676917,29.335334,35.8074808,27.242829,201
2016/8/23,4,27.92339,28.379618,28.000455,27.121722,202
2016/8/23,5,12.0011996,10.4348778,11.325734,10.69160287,203
2016/8/23,6,10.0410706,13.1488191,84.98594429,10.295109,204
2016/8/23,7,16.6650144,14.3444912,13.61918506,12.8887548,205
2016/8/23,8,11.2462165,10.4969364,9.2881027,11.83043231,206
2016/8/23,9,7.2903884,11.470582,10.6249747,11.61262498,207
2016/8/24,1,5.04290948,6.4463831,5.26194089,6.8962817,208
2016/8/24,2,7.9901699,8.54527335,9.6100001,6.64432831,209
2016/8/24,3,37.70151,39.9549064,23.1845057,23.699722,210
2016/8/24,4,26.926324,29.837482,27.066978,27.115712,211
2016/8/24,5,16.52448027,20.492419,23.8412633,9.02961147,212
2016/8/24,6,8.8725307,8.3090679,9.3302319,9.65655166,213
2016/8/24,7,13.298309,16.0080397,13.77177668,12.3349807,214
2016/8/24,8,11.9950139,10.94939531,11.40305208,10.5429271,215
2016/8/24,9,14.2588229,14.8697492,70.065997,14.374882,216
2016/8/25,1,5.34203197,7.0049048,5.07774543,5.6556484,217
2016/8/25,2,9.41204017,5.64332061,10.8392319,8.11707881,218
2016/8/25,3,31.5389049,28.3447284,23.152866,25.023321,219
2016/8/25,4,27.934823,28.13953,27.210457,27.327891,220
2016/8/25,5,14.4828818,13.60732604,64.7122595,9.17307661,221
2016/8/25,6,10.1123197,10.995281,9.0010717,8.7126726,222
2016/8/25,7,14.5950883,16.252724,9.7350335,17.4583313,223
2016/8/25,8,10.8454247,13.6738875,10.5327573,8.25997484,224
2016/8/25,9,12.86255,13.5158579,39.9950998,12.8081227,225
2016/8/26,1,5.6266733,6.11286772,4.5767428,5.59227625,226
2016/8/26,2,6.8430511,9.7191197,8.544609,8.7923361,227
2016/8/26,3,30.6148604,35.5053159,33.851118,36.841858,228
2016/8/26,4,27.341296,29.032642,27.580599,28.639401,229
2016/8/26,5,14.1980461,28.8510294,9.5722072,8.7247854,230
2016/8/26,6,9.751572,9.0414394,9.513959,8.4747311,231
2016/8/26,7,10.83164844,11.9486591,15.610735,17.6733265,232
2016/8/26,8,10.0639334,9.4500665,11.1270978,10.8867956,233
2016/8/26,9,15.1394119,15.212641,10.3513378,10.269976,234
2016/8/27,1,5.4531169,5.2568458,5.4025071,5.844638,235
2016/8/27,2,10.1140541,8.23450641,11.73370944,9.239234,236
2016/8/27,3,30.486654,31.579025,34.0932485,38.487914,237
2016/8/27,4,30.002754,26.696624,27.142924,26.851254,238
2016/8/27,5,10.0428927,8.20669505,9.794543,10.8794586,239
2016/8/27,6,9.6422227,29.723527,8.8493042,9.53379445,240
2016/8/27,7,13.0548743,14.2663503,11.37559179,15.1555923,241
2016/8/27,8,11.2618226,10.4060603,11.60222627,11.1048937,242
2016/8/27,9,12.7651732,9.516259,12.3118456,11.0046192,243
2016/8/28,1,6.301322,5.57057506,5.3783219,5.61201989,244
2016/8/28,2,7.78364968,8.5923166,6.6201937,9.27819297,245
2016/8/28,3,31.00407,26.865442,28.672095,31.7826056,246
2016/8/28,4,27.75791,31.78751,27.431951,26.638877,247
2016/8/28,5,9.8716049,9.1998299,10.1009246,10.3036629,248
2016/8/28,6,9.5874211,10.0185008,9.450041,9.26742,249
2016/8/28,7,16.2176804,12.8784032,19.555952,16.9668259,250
2016/8/28,8,14.13467695,11.27453748,10.7763836,13.67023945,251
2016/8/28,9,12.3714205,12.3034215,13.9198743,12.290956,252
2016/8/29,1,6.0781397,4.98998886,4.7611656,4.9666702,253
2016/8/29,2,6.30143764,8.7312986,8.4726016,7.9742134,254
2016/8/29,3,35.435136,36.347409,32.9845406,29.885434,255
2016/8/29,4,27.074599,25.452293,27.281753,28.313878,256
2016/8/29,5,11.3265606,9.608717,12.16679177,11.1613049,257
2016/8/29,6,9.6817348,18.9373846,9.4187567,9.2773031,258
2016/8/29,7,15.0180564,14.636176,12.9270464,14.2278581,259
2016/8/29,8,9.2946323,8.5583555,8.8291489,11.3692973,260
2016/8/29,9,11.9306447,13.2727174,13.1497453,12.56289,261
2016/8/30,1,5.1873237,5.6283658,5.15067245,4.3193875,262
2016/8/30,2,10.6936151,8.1755111,8.23075142,8.50083262,263
2016/8/30,3,29.3465397,25.2165693,29.6370249,27.1815294,264
2016/8/30,4,27.500669,27.653976,27.396456,29.270269,265
2016/8/30,5,9.9644352,9.97470657,11.4065951,9.49195061,266
2016/8/30,6,9.256218,7.4840748,10.1181867,8.7675374,267
2016/8/30,7,10.8037969,12.431596,15.86062094,11.0444833,268
2016/8/30,8,9.4439496,10.4601329,9.36697048,10.44375916,269
2016/8/30,9,10.3202832,9.7982127,12.1733475,9.4260973,270
2016/8/31,1,5.54950447,5.80814,6.0361759,5.5156785,271
2016/8/31,2,10.417872,6.9550727,6.6178828,8.7292326,272
2016/8/31,3,34.033174,29.3997612,34.692505,32.009378,273
2016/8/31,4,28.944272,30.114492,29.24598,29.514497,274
2016/8/31,5,11.01851031,12.1194025,9.3668182,11.4382078,275
2016/8/31,6,9.1279128,9.542727,9.7265732,11.7680273,276
2016/8/31,7,14.74972575,10.6242173,13.99126523,12.0758938,277
2016/8/31,8,11.7421639,11.2772955,9.83915393,12.06762067,278
2016/8/31,9,10.45319371,14.1051656,12.82247,9.2243851,279